,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Taiwan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang
2022-06-04,1065,3410,713,3285,681,7311,1639,185,288,2005,2984,3183,1214638,68399,1393,1767,2235,1383,40293,1675,83,122,147,3283,2735,63035,421,2343,2342794,1975,1,1008,2152,3138
2022-06-05,1065,3432,713,3295,681,7316,1641,185,288,2005,2984,3183,1215153,68399,1393,1794,2235,1383,40293,1675,83,122,147,3283,2736,63042,421,2348,2404871,1977,1,1008,2153,3139
2022-06-06,1065,3432,713,3302,681,7319,1643,185,288,2005,2984,3183,1215696,68399,1393,1814,2235,1383,40293,1688,83,122,147,3283,2736,63052,421,2352,2457881,1978,1,1008,2154,3139
2022-06-07,1065,3436,714,3311,681,7320,1644,185,288,2005,2984,3183,1215935,68399,1393,1849,2235,1383,40293,1688,83,122,147,3283,2738,63064,422,2353,2540871,1978,1,1008,2154,3139
2022-06-08,1065,3438,715,3315,681,7324,1646,185,288,2005,2985,3183,1216228,68399,1393,1886,2235,1383,40293,1699,83,122,147,3283,2738,63068,422,2354,2620941,1978,1,1008,2157,3139
2022-06-09,1065,3447,715,3317,681,7327,1649,185,288,2005,2985,3183,1216842,68399,1393,1901,2235,1383,40293,1701,83,122,147,3284,2738,63076,423,2355,2693787,1978,1,1008,2157,3139
2022-06-10,1065,3486,715,3321,681,7329,1649,185,288,2005,2985,3183,1217510,68399,1393,1920,2235,1383,40293,1704,83,122,147,3284,2738,63087,423,2356,2762080,1978,1,1008,2157,3139
2022-06-11,1065,3520,715,3327,681,7332,1649,185,288,2005,2985,3183,1218361,68399,1394,1998,2235,1383,40293,1704,83,122,147,3284,2738,63098,423,2356,2841696,1979,1,1008,2157,3139
2022-06-12,1065,3549,717,3330,681,7335,1649,185,288,2005,2986,3183,1219175,68399,1394,2025,2235,1383,40293,1704,83,122,147,3289,2738,63111,423,2357,2892263,1981,1,1008,2157,3142
2022-06-13,1065,3591,718,3337,681,7343,1649,185,288,2005,2986,3183,1219912,68399,1396,2040,2235,1383,40293,1704,83,122,147,3301,2738,63116,423,2357,2937363,1984,1,1008,2157,3142
2022-06-14,1065,3616,718,3342,681,7348,1649,185,288,2005,2986,3183,1220761,68399,1397,2054,2236,1383,40293,1706,83,122,147,3302,2738,63134,423,2359,3003501,1985,1,1008,2157,3144
2022-06-15,1065,3631,720,3349,681,7354,1649,185,288,2007,2986,3183,1221808,68399,1397,2067,2236,1383,40293,1709,83,122,147,3302,2738,63147,423,2360,3072432,1985,1,1008,2157,3146
2022-06-16,1065,3644,721,3359,681,7361,1649,185,288,2007,2986,3183,1222987,68400,1398,2073,2236,1383,40293,1713,83,122,147,3305,2738,63152,423,2362,3135565,1985,1,1008,2157,3147
2022-06-17,1065,3646,721,3363,681,7367,1649,185,288,2007,2987,3183,1224132,68401,1399,2078,2238,1383,40293,1717,83,122,147,3306,2738,63155,423,2363,3190787,1985,1,1008,2161,3147
2022-06-18,1065,3647,721,3372,681,7368,1649,185,288,2007,2987,3183,1225408,68401,1400,2079,2239,1383,40293,1718,83,122,147,3307,2748,63164,423,2363,3244453,1985,1,1008,2162,3147
2022-06-19,1065,3651,721,3379,681,7371,1649,185,288,2007,2987,3183,1226684,68401,1400,2079,2239,1384,40293,1718,91,122,147,3310,2748,63179,423,2363,3295076,1988,1,1008,2164,3147
2022-06-20,1065,3655,721,3385,681,7377,1649,185,288,2007,2987,3183,1228011,68401,1400,2079,2239,1384,40293,1718,93,122,147,3313,2748,63194,423,2363,3330695,1989,1,1008,2164,3149
2022-06-21,1065,3660,721,3389,681,7385,1649,185,288,2007,2987,3183,1229209,68401,1400,2081,2239,1384,40293,1718,98,122,147,3316,2748,63198,423,2363,3387061,1993,1,1008,2164,3150
2022-06-22,1065,3664,725,3395,681,7397,1649,185,288,2007,2987,3183,1230656,68401,1400,2082,2239,1384,40293,1718,107,122,147,3318,2748,63216,423,2364,3439279,1993,1,1008,2164,3150
2022-06-23,1065,3669,725,3397,681,7403,1649,185,288,2007,2987,3183,1232306,68401,1400,2097,2239,1384,40293,1718,115,122,147,3318,2749,63221,423,2366,3487599,1994,1,1008,2164,3150
2022-06-24,1065,3674,726,3402,681,7417,1649,185,288,2007,2987,3183,1234166,68401,1401,2097,2242,1386,40293,1718,125,122,147,3323,2749,63226,423,2370,3533335,1995,1,1008,2169,3152
2022-06-25,1065,3675,726,3408,682,7427,1649,185,288,2007,2988,3183,1235960,68401,1401,2097,2244,1386,40293,1718,129,122,147,3323,2749,63230,423,2372,3573703,2003,1,1008,2173,3152
2022-06-26,1065,3678,729,3412,682,7431,1649,185,288,2007,2988,3183,1237877,68402,1401,2097,2245,1386,40293,1718,129,122,147,3329,2749,63238,423,2373,3613345,2008,1,1008,2174,3154
2022-06-27,1065,3679,729,3418,682,7436,1649,185,288,2007,2988,3183,1239750,68402,1401,2097,2245,1386,40293,1718,172,122,147,3329,2749,63241,423,2373,3641921,2008,1,1008,2174,3155
2022-06-28,1065,3680,732,3422,682,7443,1649,185,288,2007,2988,3183,1241435,68402,1401,2097,2247,1389,40293,1718,189,122,147,3329,2751,63242,423,2374,3686338,2008,1,1008,2174,3155
2022-06-29,1066,3683,733,3429,682,7446,1649,185,288,2007,2988,3183,1243439,68402,1401,2097,2252,1389,40293,1718,205,122,147,3331,2751,63252,423,2375,3728363,2008,1,1008,2174,3155
2022-06-30,1075,3683,734,3436,682,7448,1649,185,288,2007,2988,3183,1245797,68402,1401,2097,2253,1389,40293,1718,264,122,147,3334,2755,63256,423,2377,3767283,2010,1,1008,2174,3157
2022-07-01,1109,3683,736,3443,682,7458,1649,185,291,2007,2988,3183,1248115,68402,1401,2098,2256,1390,40293,1718,325,122,147,3334,2760,63259,423,2377,3803049,2011,1,1008,2174,3159
2022-07-02,1170,3684,740,3451,682,7463,1649,185,291,2007,2988,3183,1250342,68402,1401,2100,2260,1391,40293,1718,348,122,147,3338,2766,63266,423,2378,3837856,2011,1,1008,2174,3159
2022-07-03,1199,3685,740,3457,682,7473,1649,185,291,2007,2988,3184,1252170,68402,1401,2102,2264,1392,40293,1719,382,122,147,3338,2770,63275,423,2379,3870528,2012,1,1008,2174,3161
2022-07-04,1251,3689,743,3465,682,7485,1649,185,291,2007,2988,3184,1254011,68403,1401,2104,2267,1393,40293,1719,400,122,147,3345,2773,63282,424,2379,3893643,2016,1,1008,2177,3162
2022-07-05,1332,3696,745,3476,682,7494,1649,185,292,2007,2988,3184,1256279,68403,1401,2104,2271,1393,40293,1719,461,122,147,3347,2775,63297,424,2381,3929627,2017,1,1008,2178,3165
2022-07-06,1371,3702,745,3485,682,7501,1649,185,292,2007,2989,3185,1259094,68403,1401,2108,2277,1393,40293,1719,461,122,147,3350,2777,63340,426,2381,3964188,2018,1,1008,2178,3165
2022-07-07,1388,3702,746,3502,682,7520,1649,185,292,2007,2989,3185,1262122,68403,1402,2112,2280,1393,40293,1719,550,122,147,3351,2779,63361,427,2384,3995621,2023,1,1008,2179,3166
2022-07-08,1413,3705,748,3511,686,7538,1649,185,292,2007,2989,3185,1265067,68403,1402,2124,2287,1396,40293,1720,566,122,147,3354,2780,63380,427,2385,4026067,2026,1,1008,2179,3167
2022-07-09,1425,3708,751,3519,691,7566,1649,185,292,2007,2989,3185,1268062,68403,1402,2133,2290,1400,40293,1721,590,122,147,3357,2790,63389,427,2385,4054189,2027,1,1008,2180,3168
2022-07-10,1434,3710,751,3529,693,7593,1649,185,294,2007,2989,3185,1271054,68403,1402,2136,2294,1400,40293,1723,621,122,148,3359,2792,63406,427,2392,4082028,2029,1,1008,2180,3170
2022-07-11,1439,3710,752,3535,693,7626,1649,185,303,2007,2989,3194,1273917,68403,1402,2138,2299,1402,40293,1723,642,122,148,3362,2801,63419,427,2394,4101156,2033,1,1008,2182,3172
2022-07-12,1446,3710,753,3543,701,7651,1649,185,306,2007,2989,3197,1276686,68403,1405,2144,2305,1402,40293,1723,663,122,148,3363,2807,63433,427,2395,4132429,2035,1,1008,2184,3173
2022-07-13,1446,3710,756,3550,737,7695,1649,185,309,2007,2989,3198,1279840,68403,1405,2145,2308,1408,40293,1723,663,122,148,3364,2807,63444,427,2398,4162290,2036,1,1008,2186,3173
2022-07-14,1446,3710,759,3563,767,7723,1649,185,316,2007,2989,3199,1283514,68403,1405,2149,2308,1410,40293,1725,696,122,148,3364,2809,63455,427,2401,4189929,2038,1,1008,2189,3175
2022-07-15,1462,3712,759,3570,798,7748,1649,185,321,2007,2989,3200,1287088,68404,1407,2152,2311,1410,40293,1726,711,122,148,3364,2809,63466,427,2402,4215200,2046,1,1008,2190,3186
2022-07-16,1467,3714,762,3580,851,7779,1658,186,325,2007,2990,3200,1290850,68405,1408,2152,2313,1412,40293,1728,727,122,148,3364,2811,63474,427,2412,4240466,2050,1,1008,2192,3187
2022-07-17,1470,3715,762,3584,880,7810,1717,186,326,2007,2990,3203,1294336,68405,1409,2155,2314,1415,40293,1730,742,122,148,3364,2813,63480,427,2426,4264788,2052,1,1008,2192,3189
2022-07-18,1476,3719,763,3588,912,7824,1852,186,326,2007,2990,3204,1297772,68406,1409,2157,2314,1419,40293,1730,756,122,148,3364,2813,63488,427,2438,4282777,2060,1,1008,2196,3190
2022-07-19,1480,3722,764,3594,959,7861,1873,186,326,2007,2990,3204,1301028,68406,1409,2157,2315,1424,40293,1731,762,122,148,3365,2814,63495,427,2447,4309904,2065,1,1008,2196,3191
2022-07-20,1487,3724,764,3606,1008,7890,1927,186,326,2007,2990,3204,1304833,68406,1409,2163,2316,1430,40293,1731,772,122,148,3366,2815,63500,427,2467,4337076,2066,1,1008,2202,3191
2022-07-21,1495,3727,769,3616,1060,7933,1949,186,326,2007,2990,3204,1309208,68406,1409,2165,2316,1431,40293,1731,781,122,148,3366,2815,63512,427,2481,4362227,2068,1,1008,2202,3192
2022-07-22,1502,3729,774,3625,1102,7964,1984,186,326,2007,2990,3205,1313478,68406,1409,2166,2316,1433,40293,1731,783,122,148,3367,2816,63518,427,2496,4386289,2073,1,1008,2203,3192
2022-07-23,1502,3731,777,3631,1128,7988,2007,186,326,2007,2990,3205,1317743,68406,1409,2166,2317,1436,40293,1731,783,122,148,3368,2820,63528,427,2516,4408857,2075,1,1008,2205,3194
2022-07-24,1504,3736,777,3637,1152,8018,2029,186,326,2007,2990,3207,1321993,68406,1409,2166,2318,1436,40293,1733,785,122,148,3369,2823,63538,427,2556,4430583,2077,1,1008,2205,3194
2022-07-25,1504,3738,780,3648,1189,8043,2061,186,326,2007,2990,3207,1326123,68407,1409,2166,2318,1436,40293,1734,787,122,148,3370,2826,63544,427,2578,4447707,2078,1,1008,2205,3197
2022-07-26,1504,3738,783,3658,1204,8064,2094,186,326,2007,2990,3208,1330399,68407,1409,2166,2318,1438,40293,1735,788,122,148,3371,2828,63553,427,2599,4472755,2079,1,1008,2205,3197
2022-07-27,1504,3738,783,3663,1227,8078,2126,186,326,2007,2990,3216,1334907,68407,1409,2166,2318,1438,40293,1736,788,122,148,3373,2829,63565,427,2618,4498416,2079,1,1008,2206,3198
2022-07-28,1504,3740,784,3677,1248,8092,2136,186,326,2007,2990,3222,1339793,68407,1409,2166,2319,1438,40293,1736,789,122,148,3375,2841,63570,427,2638,4522365,2080,1,1008,2206,3198
2022-07-29,1504,3745,784,3690,1267,8099,2151,186,326,2007,2990,3223,1344677,68408,1409,2166,2319,1438,40293,1738,791,122,148,3379,2845,63583,428,2652,4545636,2080,1,1008,2207,3198
2022-07-30,1504,3749,784,3698,1298,8109,2183,186,326,2007,2991,3224,1349360,68408,1410,2166,2319,1438,40293,1739,791,122,148,3382,2845,63595,428,2663,4567122,2081,1,1008,2207,3198
2022-07-31,1504,3755,784,3704,1313,8129,2192,186,326,2007,2993,3224,1353994,68408,1410,2167,2319,1438,40293,1740,791,122,148,3383,2850,63601,429,2672,4588185,2083,1,1008,2207,3198
2022-08-01,1504,3758,785,3719,1323,8159,2201,186,327,2007,2993,3226,1358248,68408,1410,2174,2323,1438,40293,1740,791,122,148,3384,2850,63609,429,2684,4604761,2083,1,1009,2210,3198
2022-08-02,1504,3764,786,3729,1333,8178,2205,186,339,2007,2997,3226,1362371,68408,1410,2182,2323,1438,40297,1741,791,122,148,3384,2854,63615,429,2689,4628294,2085,1,1009,2214,3199
2022-08-03,1504,3765,789,3739,1333,8207,2207,186,363,2007,3000,3228,1366918,68408,1410,2194,2324,1438,40297,1743,791,122,148,3384,2857,63623,429,2690,4652186,2085,1,1009,2215,3208
2022-08-04,1504,3768,792,3757,1333,8222,2223,186,363,2007,3001,3228,1371938,68408,1410,2202,2324,1438,40297,1743,791,122,148,3388,2859,63628,429,2696,4675128,2085,1,1009,2216,3221
2022-08-05,1504,3773,795,3768,1333,8244,2227,186,490,2007,3002,3228,1376366,68408,1411,2224,2325,1438,40297,1744,791,122,148,3388,2860,63636,429,2701,4696969,2086,1,1009,2222,3228
2022-08-06,1504,3784,801,3776,1333,8275,2230,187,752,2007,3003,3229,1380968,68408,1412,2236,2328,1438,40297,1744,791,122,148,3388,2864,63639,429,2705,4716819,2086,1,1009,2222,3232
2022-08-07,1504,3790,802,3785,1333,8330,2236,187,1049,2009,3004,3229,1385242,68409,1415,2248,2330,1438,40297,1744,791,122,148,3388,2864,63646,429,2715,4738861,2087,1,1009,2223,3236
2022-08-08,1504,3799,804,3795,1333,8371,2239,187,1608,2009,3005,3229,1389282,68409,1415,2264,2331,1438,40299,1745,791,122,148,3388,2864,63648,429,2723,4754268,2088,1,1009,2224,3236
2022-08-09,1504,3803,806,3806,1333,8430,2241,188,1608,2009,3005,3230,1393327,68410,1415,2291,2331,1438,40299,1746,791,122,148,3388,2870,63668,429,2731,4777903,2088,2,1009,2225,3241
2022-08-10,1504,3812,808,3821,1334,8482,2245,188,1893,2009,3005,3230,1397920,68410,1416,2298,2331,1442,40299,1748,791,122,148,3390,2874,63682,429,2734,4801676,2091,12,1009,2229,3253
2022-08-11,1504,3816,809,3832,1335,8523,2246,189,2452,2009,3005,3231,1402296,68410,1416,2307,2331,1442,40300,1749,791,122,148,3393,2878,63692,429,2742,4824550,2093,14,1010,2230,3254
2022-08-12,1504,3825,813,3841,1335,8548,2247,189,2452,2009,3006,3231,1406735,68410,1416,2312,2332,1451,40300,1750,791,122,150,3394,2885,63701,429,2753,4846501,2095,14,1012,2230,3261
2022-08-13,1504,3840,816,3855,1335,8575,2248,189,2452,2009,3006,3231,1412043,68411,1416,2320,2332,1461,40301,1750,791,122,151,3398,2889,63709,429,2761,4867766,2095,14,1014,2230,3285
2022-08-14,1504,3856,818,3866,1335,8602,2248,189,4135,2009,3012,3232,1417022,68411,1416,2324,2333,1462,40304,1752,791,122,154,3402,2895,63721,429,2769,4888840,2095,84,1015,2233,3293
2022-08-15,1504,3872,818,3888,1335,8614,2249,190,5142,2009,3013,3235,1421918,68411,1416,2326,2334,1463,40304,1753,792,122,156,3406,2902,63731,429,2791,4904622,2096,179,1027,2236,3310
