,confirmed,deaths
2022-01-23T00:00:00Z,71017443,870132
2022-01-24T00:00:00Z,71936959,872326
2022-01-25T00:00:00Z,72431102,875502
2022-01-26T00:00:00Z,73055260,879324
2022-01-27T00:00:00Z,73561538,881867
2022-01-28T00:00:00Z,74176012,885961
2022-01-29T00:00:00Z,74355502,887121
2022-01-30T00:00:00Z,74553779,887580
2022-01-31T00:00:00Z,75094587,890247
2022-02-01T00:00:00Z,75420503,893581
2022-02-02T00:00:00Z,75749890,897157
2022-02-03T00:00:00Z,76024935,899578
2022-02-04T00:00:00Z,76380235,903692
2022-02-05T00:00:00Z,76467102,904560
2022-02-06T00:00:00Z,76550761,905011
2022-02-07T00:00:00Z,76896477,908107
2022-02-08T00:00:00Z,77110893,911101
2022-02-09T00:00:00Z,77299451,914537
2022-02-10T00:00:00Z,77470870,917784
2022-02-11T00:00:00Z,77680377,920475
2022-02-12T00:00:00Z,77732501,921282
2022-02-13T00:00:00Z,77790903,921840
2022-02-14T00:00:00Z,77960760,925039
2022-02-15T00:00:00Z,78071946,927645
2022-02-16T00:00:00Z,78186799,930830
2022-02-17T00:00:00Z,78288599,933731
2022-02-18T00:00:00Z,78433831,936216
2022-02-19T00:00:00Z,78465351,936867
2022-02-20T00:00:00Z,78488411,937296
2022-02-21T00:00:00Z,78571187,938202
2022-02-22T00:00:00Z,78660508,940387
2022-02-23T00:00:00Z,78745582,943496
2022-02-24T00:00:00Z,78812619,946457
2022-02-25T00:00:00Z,78887170,948502
2022-02-26T00:00:00Z,78934637,949226
2022-02-27T00:00:00Z,78952928,949439
2022-02-28T00:00:00Z,79051711,951612
2022-03-01T00:00:00Z,79098368,953378
2022-03-02T00:00:00Z,79151781,955467
2022-03-03T00:00:00Z,79200429,957162
2022-03-04T00:00:00Z,79251731,958876
2022-03-05T00:00:00Z,79266694,959158
2022-03-06T00:00:00Z,79279108,959358
2022-03-07T00:00:00Z,79343142,961080
2022-03-08T00:00:00Z,79372462,962468
2022-03-09T00:00:00Z,79410167,964479
2022-03-10T00:00:00Z,79456630,966237
2022-03-11T00:00:00Z,79506360,967870
2022-03-12T00:00:00Z,79516614,968120
2022-03-13T00:00:00Z,79527672,968303
2022-03-14T00:00:00Z,79563011,965839
2022-03-15T00:00:00Z,79587388,966913
2022-03-16T00:00:00Z,79633161,968729
2022-03-17T00:00:00Z,79686213,970225
2022-03-18T00:00:00Z,79717470,971017
2022-03-19T00:00:00Z,79728319,971283
2022-03-20T00:00:00Z,79739106,971347
2022-03-21T00:00:00Z,79780850,972843
2022-03-22T00:00:00Z,79805423,973398
2022-03-23T00:00:00Z,79845757,975015
2022-03-24T00:00:00Z,79888474,975863
2022-03-25T00:00:00Z,79934877,976505
2022-03-26T00:00:00Z,79944197,976652
2022-03-27T00:00:00Z,79952518,976702
2022-03-28T00:00:00Z,79995485,977687
2022-03-29T00:00:00Z,80019128,978648
